Company_Brand,Sector,Main Sector,industry,Stage,Amount,HeadQuarter,What it does,Year,Founded,Founders,Investor,Years of Existence
Cellestial,Electronics,Technology,Technology,Pre-series A,500000.0,Hyderabad,Cellestial E-mobility is a city-based startup working in developing electric tractors with the longest battery life.,2021,2019,Siddhartha Durairajan,"Gurj Aujla, Ashik K",2
F5,E-Market,Technology,Technology,Seed Round,113866383.8,Delhi,Retail Aggregator,2020,2018,"Raghav Arora, Lalit Kumar Aggarwal",LetsVenture investors,2
Ola Electric,Emobility,Technology,Technology,,1000000.0,Bangalore,Electric vehicle,2020,2016,"Ankit Jain, Anand Shah",Pawan Munjal Family Trust Fund,4
Oye! Rickshaw,E-Mobility,Technology,Technology,Series A,10000000.0,,App-based electric rickshaw hailing service,2020,2016,Akash Deep,Chiratae Ventures,4
RACEnergy,E-Mobility,Technology,Technology,Seed Round,113866383.8,,It builds electric vehicles and supporting infrastructure,2020,2018,"Arun Sreyas, Gautham Maheswaran","GrowX ventures, Prophetic Ventures",2
Spinny,E-Tail,Technology,Technology,Series B,43700000.0,Haryana,Used car retailing platform,2020,2015,"Niraj Singh, Mohit Gupta, Ramanshu Mahuar","Nandan Nilekani, Sanjeev Aggarwal",5
EyeMyEye,Eyewear,Technology,Technology,Pre-series A,2000000.0,Gurugram,"Shop the latest Eyeglasses, Sunglasses, Power Sunglasses, Contact Lens and more.",2021,2021,Ganesh Iyer,2000000,0
HelloVerify,"Fraud Detection, Information Services, Security",Technology,Technology,Seed,101098638.0252758,Noida,HelloVerify is an online background check platform.,2018,2016,,,2
JobSquare,Hr Tech,Technology,Technology,,140500.0,Ahmedabad,Technology-based platform that is connecting suitable applicants to the right recruiters,2019,2019,Ishit Jethwa,Titan Capital,0
Gigforce,Hr Tech,Technology,Technology,,804000.0,Bangalore,Provides staffing solutions for businesses,2020,2016,"Chirag Mittal, Parag Modi, Anirudh Syal",Unitus Venture,4
WorkIndia,Hr Tech,Technology,Technology,,6000000.0,,An online and mobile-based platform that connects companies with blue collar employees.,2020,2016,Kunal Patil,Xiaomi,4
Zimyo,Hr Tech,Technology,Technology,,113866383.8,Gurugram,Automates everyday HR processes with integrated solutions,2020,2018,"Kumar Mayank, Ajay Kadyan",Yatra Angel Network (YAN),2
Wide Mobility Mechatronics,Industrial Automation,Technology,Technology,Seed,101098638.0252758,Bangalore,Wide Mobility Mechatronics is a Private Company limited by Shares,2018,2016,,,2
Syook,Industrial Automation,Technology,Technology,Series A,1000000.0,Bangalore,Syook is building the next generation enterprise IOT platform.,2021,2016,"Saurabh Sharma, Aman Agarwal, Arjun Nagarajan","Inflection Point Ventures, ONGC",5
Flo Mobility,Industrial Automation,Technology,Technology,,400000.0,Bangalore,"An autonomous tech stack that can be applied to agri-bots, delivery bots, two wheelers and other use cases where compact bots need to navigate in crowded, unstructured environments.",2021,2019,"Manesh Jain, Mohan Kumar","DevX Venture Fund, Blume Founder Fund",2
Haber,Industrial Automation,Technology,Technology,Series B,20000000.0,Pune,"Real-time, automated insights to increase plant efficiency",2021,2017,"Vipin Raghavan, Priya Venkat, Arjunan PN",Ascent Capital,4
Peppermint,Industrial Automation,Technology,Technology,,600000.0,Pune,Intelligent Housekeeping Robots for public and working spaces,2021,2019,"Runal Dahiwade, Miraj C Vora","Venture Catalysts, Indian Angel Network",2
Loadshare,"Industrial Automation, Logistics, Supply Chain Management",Technology,Technology,Series A,5000000.0,Bengaluru,LoadShare is India?ÃÃs fastest growing logistics company,2018,2016,,,2
Parkwheels,"Industrial, Industrial Automation",Technology,Technology,Seed,175200.0,Haryana,"Parkwheels aims at solving the big, bad & unsexy parking problems of India.",2018,2016,,,2
Freightwalla,"Information Services, Information Technology",Technology,Technology,Seed,101098638.0252758,Mumbai,Freightwalla is an international forwarder thats helps you manage supply chain by providing online tools including instant quotations.,2018,2016,,,2
Go Payments,"Information Services, Information Technology",Technology,Technology,Corporate Round,101098638.0252758,Mumbai,Go Payments was founded with the mission of assisting consumers with performing a whole host of financial services at their doorstep.,2018,2016,,,2
DigiConnectt Technologys,"Information Services, Information Technology",Technology,Technology,Seed,125000.0,Bengaluru,A technology company focused on introducing products that will accelerate and enhance sales productivity and effectiveness .,2018,2016,,,2
Pentation Analytics,"Information Services, Information Technology, Insurtech",Technology,Technology,Seed,101098638.0252758,Mumbai,Pentation as an Insurtech enables insurers and intermediaries with our Insurance Analytics Suite- an Insurance specific AI/ML Software Suite,2018,2016,,,2
Yaantra,"Information Services, Information Technology, Mobile, Software",Technology,Technology,Debt Financing,2000000.0,Delhi,"Yaantra, India?ÃÃs leading mobile phone repair, refurbished & Unboxed centre In India",2018,2016,,,2
Blackbuck,"Information Services, Internet, Logistics, Supply Chain Management, Transportation",Technology,Technology,Series D,29632160.0,Bengaluru,Blackbuck is a logistics startup based in India.,2018,2016,,,2
Rockmetric,Information Technology,Technology,Technology,Grant,101098638.0252758,Mumbai,"Smarter analytics to understand how each customer uses your product. Drive growth in conversion, retention and engagement.",2018,2016,,,2
Rubix108 Technologies,Information Technology,Technology,Technology,Seed,1000000.0,Pune,Rubix Total App makes it effortless for Institutes to send home important information and updates about the day?ÃÃs learning experiences.,2018,2016,,,2
Tripeur,Information Technology,Technology,Technology,Seed,600000.0,Bengaluru,Radical Travel Automation - Cloud Based Corporate Travel & Expense Management Software,2018,2016,,,2
TrustCheckr,Information Technology,Technology,Technology,Angel,100000.0,Bengaluru,A Bengaluru-based fraud analytics solution provider .,2018,2016,,,2
Worxogo,Information Technology,Technology,Technology,Series A,2409000.0,Bangalore,worxogo?ÃÃs is a pioneering persuasive technology products align employee behaviours .,2018,2016,,,2
Technology 9 Labs (T9L),Information Technology,Technology,Technology,Corporate Round,101098638.0252758,New Delhi,Technology 9 Labs is an Information Technology and Services company.,2018,2016,,,2
Droni Tech,Information Technology,Technology,Technology,Seed,511000.0,Mumbai,Droni Tech manufacture UAVs and develop software to service a range of industry requirements.,2018,2016,,,2
MedPay,Information Technology,Technology,Technology,Seed,1200000.0,Bangalore,MedPay?Â« is building the real-time claims adjudication platform for health insurers.,2021,2020,"Arun Bhatia, Ravi Chandra","Entrepreneur First (EF), GrowX Ventures",1
Arcana,Information Technology,Technology,Technology,Seed,370000.0,Bangalore,Arcana is the Storage Layer of Ethereum.,2021,2019,"Mayur Relekar, Aravindh Kumar, Abhishek Chaudhary",Balaji Srinivasan,2
Neverinstall,Information Technology,Technology,Technology,Seed,370000.0,Bangalore,A cloud platform to bring any GUI application regardless of OS and Device type to the browser.,2021,2019,"Lakshmana Pasala, Ram Pasala",Speciale Invest,2
Mojro Technologies,"Information Technology, Logistics, Supply Chain Management",Technology,Technology,Seed,650000.0,Bengaluru,Mojro envisions to be the world's largest technology-enabled logistics platform.,2018,2016,,,2
Dailyhunt,"Information Technology, Mobile, News, Operating Systems, Social Media, Social News",Technology,Technology,Series E,6000000.0,Bangalore,NewsHunt is a Bangalore based eBooks company.,2018,2016,,,2
CloudSek,"Information Technology, Saas, Security",Technology,Technology,Seed,2044000.0,Bengaluru,Cloudsek is an Infosec Risk assessment company which provides intelligence needed to tackle online threats.,2018,2016,,,2
Emojifi,Internet,Technology,Technology,Seed,101098638.0252758,Bengaluru,"Emojifi is an app that provides live emoji, stickers & GIFs suggestions based on the typed words across chat platforms.",2018,2016,,,2
Wimoxez,Internet,Technology,Technology,Seed,20000.0,Hyderabad,"Data Intelligence Publishing Platform, We bring the best resources to learn valuable technologies which will shape tomorrow.",2018,2016,,,2
Orbo.ai,Internet,Technology,Technology,Seed,101098638.0252758,Mumbai,Orbo is a computer vision and deep facial technology company.,2018,2016,,,2
Picxy,Internet,Technology,Technology,Seed,130000.0,Guntur,"A stock photo startup based in Amravati, Andhra Pradesh.",2018,2016,,,2
OneCode,Internet,Technology,Technology,,5000000.0,Bangalore,"OneCode is a platform which connects new age digital first brands with ""relevant"" sellers (aka OneCoders) to sell their products and services",2021,2020,"Manish Shara, Yash Desai","Sequoia?ÃÃs Surge, Nexus Venture Partners",1
MyMobiForce,Internet,Technology,Technology,Pre-series A,1400000.0,Noida,"Crowdsourcing platform imparting best-in-class services with immensely talented, skilled & qualified workforce pan-India",2021,2018,"Dheeraj Khatter, Himanshu Kumar, Kshitiz Saini",Bharat Inclusion,3
Fleek,Internet,Technology,Technology,Seed,1000000.0,Bangalore,Fleek helps track & manage subscriptions in one place.,2021,2021,"Aditya Uttaravalli, Arvind Eashwar",Axilor,0
Square Off,"Internet Of Things, Robotics",Technology,Technology,Seed,1100000.0,Mumbai,Delivering Imagination,2018,2016,,,2
Chariot Tech,"Internet Of Things, Telecommunications",Technology,Technology,Seed,292000.0,New Delhi,Chariot Tech is an Internet of Things (IoT) startup based in New Delhi.,2018,2016,,,2
Antariksh Waste Ventures Pvt ltd,"Internet Of Things, Waste Management",Technology,Technology,Seed,7300.0,Chennai,Waste Management for Smart Cities,2018,2016,,,2
Vokal,"Internet, Knowledge Management",Technology,Technology,Series A,1500000.0,Bengaluru,India's Largest Peer-to-Peer Knowledge Sharing Platform in Indian Languages.,2018,2016,,,2
Tripshelf,"Internet, Leisure, Marketplace",Technology,Technology,Seed,233600.0,Kalkaji,Tripshelf is an online market place for holiday packages.,2018,2016,,,2
ZAMROO,"Internet, Marketplace, Shopping",Technology,Technology,Seed,101098638.0252758,India,Zamroo is a growing mobile marketplace that allows users to buy and sell locally.,2018,2016,,,2
ShareChat,"Internet, Mobile Apps, Social Network",Technology,Technology,Series C,99230000.0,Bangalore,ShareChat is a social networking and regional content platform for the fast growing Internet users in India.,2018,2016,,,2
Awaaz De,"Internet, Mobile, Social Entrepreneurship, Telecommunications, Wireless",Technology,Technology,Angel,101098638.0252758,Ahmedabad,Awwaz.De develops inclusive mobile solutions that enable organizations to achieve last-mile connectivity for social impact.,2018,2016,,,2
Chezuba,"Internet, Social Entrepreneurship",Technology,Technology,Angel,20440.0,Hyderabad,Chezuba is a web-based platform enabling skilled professionals to volunteer online with Non-profits worldwide,2018,2016,,,2
Roposo,"Internet, Social Network, Tv",Technology,Technology,Series C,10000000.0,Gurgaon,Roposo - TV by the People is a unique social media platform where people express visually with homemade videos and photos.,2018,2016,,,2
Hubhopper,"Internet, Social News, Sports",Technology,Technology,Series A,500000.0,Delhi,Get your daily dose of interest as summaries from news and magazine stories .,2018,2016,,,2
Blueleaf Cyberspace Systems,"Internet, Software",Technology,Technology,Seed,101098638.0252758,Bangalore,Bluleaf Cyberspace is Cloud Based Software Company.,2018,2016,,,2
truMe,Iot,Technology,Technology,,140000.0,,A global platform for Identity and Access Management,2019,2016,"Babu Dayal, Pramod Uniyal, Lalit Mehta",Rajan Kaistha,3
Daalchini,Iot,Technology,Technology,Pre Series A,669000.0,,Physical and Digital vending machines startup,2020,2017,"Prerna Kalra, Vidya Bhushan",Artha Venture Fund,3
Eden Smart Homes,Iot,Technology,Technology,,113866383.8,,Develops smart home automation systems,2020,2018,"Pranjal Kacholia, Divyansh Mathur",Inflection Point Ventures,2
Probus Smart Things,Iot,Technology,Technology,Seed round,113866383.8,Delhi,Platform for monitoring distribution sub-station performance and operations,2020,2016,"Anand Singh, Ankit Vaish",Unicorn India Ventures,4
Openapp,Iot,Technology,Technology,,500000.0,Bangalore,Security solutions startup,2020,2016,Gotama Gowda,Unicorn India Ventures,4
ParkSmart,Iot,Technology,Technology,,198000.0,Delhi,Parking spot reservation platform,2020,2019,"Prateek Garg, Vishva Sharma, Rahul Gupta, Rishabh Nagpal, Ratan Sethi",Ah! Ventures,1
Spintly,Iot,Technology,Technology,Pre series A,248000.0,Goa,It is a wireless cloud-based access control system,2020,2017,"Rohin Parkar, Malcolm Dsouza",Saltwater Venture Sparks,3
Design X,Iot,Technology,Technology,Seed Round,200000.0,Noida,Builds IoT based products,2020,2016,Preet Arjun Singh,ThinkNext LLC,4
Skylo,Iot,Technology,Technology,Series B,103000000.0,,Provides affordable and ever present network that connects machines or sensors,2020,2017,Trivedi,SoftBank Group,3
Probus,Iot,Technology,Technology,Bridge,500000.0,New Delhi,"A mission to increase the per capita consumption of electricity in India by 10X, which is presently 1/3 of global average- by reducing the distribution losses in Indian electricity distribution grid.",2021,2017,"Anand Singh, Ankit Vaish, Sunny Kumar Jadoon",Unicorn India Ventures,4
Hansel.io,"Mobile, Mobile Apps, Personalization, Test And Measurement, Web Apps",Technology,Technology,Series A,4000000.0,Bangalore,"Hansel, a mobile app management platform, provides the infrastructure that companies need, in order to personalize product experiences.",2018,2016,,,2
Traveo Soft Pvt. Ltd.,"Mobile, Software, Travel",Technology,Technology,Undisclosed,17520.0,Bangalore,AI based Business Travel & Expense management,2018,2016,,,2
Log 9 Materials,Nanotechnology,Technology,Technology,Seed,438000.0,Uttar Pradesh,Log 9 Materials is a nano-materials manufacturing and RnD startup,2018,2016,,,2
GuruQ,Reading Apps,Technology,Technology,Seed,365000.0,New Delhi,A one of its kind digital integrated platform connecting tutors and students.,2018,2016,,,2
Appnomic,Saas,Technology,Technology,,22000000.0,Bangalore,"It is a self-healing enterprise, the IT operations software detects, predicts and prevents problems before they happen",2019,2016,D Padmanabhan,Avataar Ventures,3
Seekify,Saas,Technology,Technology,Seed funding,1500000.0,Delhi,Customer Experience (CX) Automation platform,2019,2019,"Arihant Jain, Ajeet Kushwaha",Sequoia Capita,0
Slintel,Saas,Technology,Technology,,1500000.0,,"It helps sales and marketing teams understand purchase intent of buyers on buying patterns, usage and renewals",2019,2016,Deepak Anchala,Stellaris Ventures,3
MPowered,Saas,Technology,Technology,Pre series A,21000000.0,Gurugram,Asset Management Solutions,2020,2016,Sudeep Singh,"Ashok Nichani, Shelly Nichani",4
Piggy Ride,Saas,Technology,Technology,Pre series A,1862000.0,Bangalore,"Offers parents and kids, a platform to browse and book extracurricular interest-based activities",2020,2016,Manish Tewari,"JAFCO Asia, Artha Venture Fund",4
Cube Wealth,Saas,Technology,Technology,Mid series,500000.0,Mumbai,A digital wealth management services,2020,2018,"Satyen Kothari, Beenext, Asuka Holding","Beenext, Asuka Holding",2
Refrens,Saas,Technology,Technology,Seed Round,1000000.0,Bangalore,"Offers a free invoicing, payments and expense management system",2020,2019,"Naman Sarawagi, Mohit Jain","Vijay Shekhar Sharma, Anupam Mittal",1
Codeninja,Saas,Technology,Technology,Seed Round,113866383.8,Bangalore,AI-powered 'no-code' platform which can generate application development code,2020,2016,"Prashanth Kuppur, Deepak Kalhan, Saurabh Kukreti, Richpal Gora","Hari Balasubramanian, EaSyndicate",4
Aavenir,Saas,Technology,Technology,Seed Round,2000000.0,Ahmedabad,Source-to-Pay Software,2020,2019,Ashish Bhandari,Accel,1
Recko,Saas,Technology,Technology,Series A,6000000.0,Bangalore,The platform enables AI-powered reconciliation of digital transactions,2020,2017,"Prashant Border, Saurya Prakash Sinha",Vertex Ventures,3
Nimesa,Saas,Technology,Technology,,113866383.8,Bangalore,Cloud data managemnt solutions enterprise,2020,2018,"Tapesh Goyal, Rajesh Vaidhyanathan",Ideaspring capital,2
CYFIRMA,Saas,Technology,Technology,Series A,113866383.8,Bangalore,Offer cybersecurity services,2020,2016,Ritesh Kumar,Z3 Partners,4
Fleetx,Saas,Technology,Technology,Series A,1402400.0,,Fleet management and predictive analytics platform,2020,2016,"Vineet Sharma, Abhay Jeet Gupta, Udbhav Rai, Parveen Kataria, Vishal Misra",Beenext,4
Uniplatform Tech,Saas,Technology,Technology,,113866383.8,Delhi,Runs real estate SaaS platform MultiplyMyLeads.com.,2020,2015,"Rohit Manghnani, Amit K Jaiswal, Iccha Manghnani","Frontline Strategy Finds, SucSEED Venture Partners LLP",5
Instoried,Saas,Technology,Technology,,113866383.8,Delhi,Augmented writing platform which improves customer interest and engagement.,2020,2016,Sharmin Ali,"SOSV, Chinaccelerator",4
SmartKarrot,Saas,Technology,Technology,,1000000.0,,It tracks customers?ÃÃ real-time digital behaviour,2020,2019,"Prithwi Dasgupta, Arnab Chatterjee",Angel investors,1
Samya AI,Saas,Technology,Technology,Seed Round,6000000.0,,Revenue growth AI startup in the consumer packed goods (CPG) space,2020,2019,"Shailendra Singh, Deepinder Dhingra, Pavan Palety",Sequoia India,1
HighRadius,Saas,Technology,Technology,Series B,125000000.0,Hyderabad,"An AI-based platform, to automate accounts receivables and treasury processes.",2020,2016,Sashi Narahari,ICONIQ Capital,4
BuildPan,Saas,Technology,Technology,Seed Round,113866383.8,Indore,"It helps developers to test, integrate and deploy apps",2020,2019,"Sonal Khandelwal, Vaibhav Tiwari","HNIs in India, Japan, and the US",1
Toch.ai,Saas,Technology,Technology,Series A,11000000.0,Mumbai,"Toch is an AI-driven platform that helps broadcasters, OTT platforms, media platforms, and creators to revolutionize videos.",2021,2016,"Vinayak Shrivastav, Saket Dandotia, Alok Patil",,5
SaaS Labs,Saas,Technology,Technology,Series A,17000000.0,Noida,"Building high impact communication, workflow and productivity tools for sales and support teams throughout the globe.",2021,2016,Gaurav Sharma,"Base 10 Partners, Eight Roads Ventures",5
Let's Dive,Saas Platform,Technology,Technology,,1700000.0,Bangalore,A platform for remote employee engagement and building team culture,2020,2020,"Nitesh Agrawal, Om Prakash",Surge,0
SAWO Labs,Saas Platform,Technology,Technology,Seed,600000.0,Mumbai,Providing Secure Authentication solutions to Apps and Websites. Eliminating Passwords and OTPs for a seamless User Experience.,2020,2020,Prabhat Sahu,"StartupXseed Ventures, 100X.VC",0
SignalX,Saas Platform,Technology,Technology,,750000.0,Hyderabad,"An AI-powered SaaS platform for corporate risk and due diligence for a comprehensive financial, legal, regulatory, and reputational risk analysis",2020,2018,Govind Balachandran,,2
HappyLocate,Saas Startup,Technology,Technology,Pre-series A,500000.0,Bangalore,"HappyLocate is India's first One Stop Relocation Platform, transforming the way Employee Relocations are managed",2020,2016,"Ajay Tiwari, Sainadh Duvvuru",The CoWrks Foundry,4
Toppeq,Saas Startup,Technology,Technology,Seed,113866383.8,Mumbai,SaaS-based equity management platform,2020,2019,Nandini Sankar,,1
Supplynote,Saas Startup,Technology,Technology,Seed,500000.0,Noida,Supplynote is India's leading procurement platform with a unique stack of SAAS and E-commerce to solve the procurement problem,2020,2015,"Abhishek Verma, Harshit Mittal, Kumar Kushang, Nitin Prakash","MOX, SOSV",5
Tango Eye,Saas Startup,Technology,Technology,Seed,113866383.8,Chennai,Retail Video Analytics SaaS product,2020,2018,Surender Gounder,"Riso Investments, Lenskart",2
Omnify,Saas Startup,Technology,Technology,Pre-series A,113866383.8,"San Francisco Bay Area, Silicon Valley, West Coast",Omnify is a Global SaaS platform for Small Services Business,2020,2016,"Kabandi Saika, Manik Mehta","Saurabh Arora, LD Sharma",4
Customfit ai,Saas Startup,Technology,Technology,,113866383.8,Bangalore,Operates on a SaaS model by providing a hyper-personalised website to users.,2020,2019,"Ashwin Kumar, Shoaib Mohammed",,1
Infilect,Saas Startup,Technology,Technology,Pre-series A,1500000.0,Bangalore,Infilect Technologies specialises in visual content intelligence by parsing large-scale visual content such as photos and videos,2020,2015,"Anand Prabhu Subramanian, Vijay Gabale","Mela Ventures, 1Crowd",5
Zuper,Saas Startup,Technology,Technology,Seed,1100000.0,Seattle,Zuper is a productivity suite for service businesses to mobile field workforce and automate all business operations.,2020,2016,Vijay Narasiman,"Gemba Capital, Gunderson Dettmer",4
Penny,Saas Startup,Technology,Technology,Seed,1300000.0,Riyadh,Offer various development solutions and mainly focus on helping startups,2020,2020,"Iyad Aldalooj, Majid Aldalooj, Mohammed Ibrahim",,0
BuildPan,Saas Startup,Technology,Technology,Seed,500000.0,Indore,"Buildpan helps you with continuous build, development and user feedback for iOS and Android development.",2020,2019,"Sonal Dandotia, Shantanu S, Virendra Chouhan, Vaibhav Tiwari","Sunil Kumar Singhvi, Yusho Kawata",1
Factors.AI,Saas Startup,Technology,Technology,,2000000.0,Bangalore,"Factors.AI is a Marketing Analytics platform providing sophisticated omnichannel, every-touch attribution technology and unparalleled performance insights for Marketers",2021,2020,"Aravind Murthy, Praveen Das, Srikrishna Swaminathan","Elevation Partners, Emergent Ventures",1
Murf.ai,Saas Startup,Technology,Technology,Seed,1500000.0,Bangalore,"Murf AI is working on simplifying voice audio and making high-quality voice overs accessible to everyone, using artificial intelligence.",2021,2020,"Sneha Roy, Ankur Edkie, Divyanshu Pandey",Elevation Capital,1
Convosight,Saas Startup,Technology,Technology,Series A,9000000.0,New Delhi,A mission - to help community builders become community entrepreneurs.,2021,2019,Tarun Dhamija,Qualgro,2
Samaaro,Saas Startup,Technology,Technology,,125000.0,Bangalore,"Samaaro is a virtual event platform designed to help organizations host scalable, secure, and effective virtual events for a global audience",2021,2020,"Mayank Banka, Purnank Prakash, Skandha Gopalan","Chaitanya Kalipatnapu, Kedar Gavane",1
Glamplus,Saas Startup,Technology,Technology,Pre-series A,200000.0,Bangalore,India's #1 SaaS based Salon experience Software,2021,2020,Divyanshu Singh,Inflection Point Ventures,1
Convin,Saas Startup,Technology,Technology,Pre-seed,300000.0,Bangalore,Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.,2021,2019,"Ashish Santhalia, Atul Shree, Bharat Patidar, Durgesh Choudhary","9Unicorns Accelerator Fund, Sunder Nookala",2
CloudFiles,Saas Startup,Technology,Technology,Pre-seed,300000.0,Bangalore,"Supercharge files with enterprise-grade security, page-by-page analytics and powerful content automations.",2021,2020,"Vishesh Singhal, Ankit Gupta, Siddharth Garg",Titan Capital,1
eShipz,Saas Startup,Technology,Technology,,700000.0,Bangalore,Digital Shipping Platform for Creating best Pre & Post Shipping Experiences to Brands and Enterprise Customers. and help grow their business by 5X with automation & cloud technology.,2021,2019,"Shashi S Tripathi, Shivadeep Mahadi, Ajaykumar R","Indian Angel Network, Axilor",2
Fieldproxy,Saas Startup,Technology,Technology,Seed,200000.0,Chennai,Fieldproxy is a no-code platform that helps field servicing companies digitize their processes to better manage their on-ground technicians,2021,2016,"Swaroop Vijayakumar, Balakrishna B","LetsVenture, 2am VC, magic.fund",5
Knorish,Saas/Edtech,Technology,Technology,Pre series A,323000.0,Delhi,All-in-one knowledge commerce SaaS platform,2020,2016,"Kinner N Sacchdev, Rakhi Wadhwa",100x VC,4
Precily,Saas?Ã¡?Ã¡Startup,Technology,Technology,Seed,113866383.8,California,Precily is Artificial Intelligence platform for enterprises that increases efficiency of workforce by providing AI based solutions.,2020,2017,Bharath Rao,"Windrose Capital, Anil Advani",3
Onsitego,Sales & Services,Technology,Technology,Series B,19000000.0,,It offers post-purchase services through a network of brand authorised service centres throughout the country,2020,2016,Mahipal,Zodius Growth Fund,4
AnKa SumMor,Sales And Distribution,Technology,Technology,Pre-series A,1000000.0,Bangalore,"AnKa SumMor is the service that allows businesses to focus on building their brands, while they provide Supply & Distribution expertise.",2021,2017,"Rajiv Joshi, Ashok George",Inflection Point Ventures,4
ECOSTP,Sanitation Solutions,Technology,Technology,,19000000.0,Bangalore,Eco friendly zero power zero maintenance sewage treatment plant in India.,2020,2017,"Simar Kohli, Tharun Kumar, Praseed KK",Terwilliger Centre,3
Kaagaz Scanner,Scanning App,Technology,Technology,,575000.0,,Kaagaz Scanner is the Indian replacement to banned Cam Scanner App.,2020,2020,"Snehanshu Gandhi, Gaurav Shrishrimal",Pravega Ventures,0
BhaskarGuru,Search Engine,Technology,Technology,Seed,1000000.0,Bhopal,Bhaskarguru.com is your local search Engine,2018,2016,,,2
WiT-ACE,Skill Development,Technology,Technology,Seed,1000000.0,Gurugram,"Offer accelerated career experiences for women by Enabling, Engaging & Employing them to be in decision making roles.",2021,2020,Anuranjita Kumar,CitiusTech,1
Prolixr,Skincare Startup,Technology,Technology,Seed,113866383.8,Gurugram,A premium skincare brand committed towards building innovative skin care wellness.,2020,2018,"Aditya Sharma, Jayesh Hans","Alfa Ventures, Divij Bajaj",2
Slintel,Sles And Marketing,Technology,Technology,,4200000.0,"San Francisco Bay Area, Silicon Valley, West Coast","Slintel, a leader in capturing technographics-powered buying intent, helps companies uncover the 3% of active buyers in their target market.",2020,2016,"Deepak Anchala, Rahul Bhattacharya, Ranjana TN","Accel, Stellaris Venture Partners",4
Gaia Smart Cities,"Smart Cities, Telecommunications",Technology,Technology,Seed,101098638.0252758,Mumbai,Gaia Smart Cities is an early leader in the rapidly-emerging Internet of Things (IoT) marketplace.,2018,2016,,,2
Headfone,Social Audio,Technology,Technology,Seed,3000000.0,Bangalore,Headfone helps create and share the audio content with listeners.,2021,2017,"Pratham Khandelwal, Yogesh Sharma",Hashed,4
Eloelo,Social Commerce,Technology,Technology,Seed,450000.0,Bangalore,"Social Commerce Venture for Wellness. View company info, jobs, team members, culture, funding and more.",2020,2020,"Saurabh Pandey, Akshay Dubey",,0
OneCode,Social Commerce,Technology,Technology,Seed round,113866383.8,Gurugram,Connects new-age digital first brands with relevant sellers,2020,2016,"Manish Shara, Yash Desai",WaterBridge Ventures,4
BulBul,Social Commerce,Technology,Technology,,113866383.8,Gurgaon,A video and livestream led commerce platform that makes online shopping engaging,2020,2018,"Sachin Bhatia, Atit Jain",Info Edge,2
Simsim,Social Commerce,Technology,Technology,Series B,8000000.0,Bangalore,It enables community opinion influencers to sell products to thousands of micro-communities in India,2020,2016,Amit Bagaria,"Accel Partners, Shunwei Capital, Good Capital",4
Gobillion,Social Commerce,Technology,Technology,Seed,2900000.0,New Delhi,Redefining social commerce for Tier 2+ cities in India - making e-commerce SOCIAL!,2021,2020,"Roshan Farhan, Kulapradip Bharali","YCombinator, Justin Mateen, Pioneer Fund",1
Pankhuri,Social Community,Technology,Technology,,3200000.0,Bangalore,"Pankhuri is a women's only community for members to socialize, explore and upskill through live interactive courses, expert chat and interest-based clubs.",2021,2019,Pankhuri Shrivastava,Sequoia?ÃÃs Surge,2
Leap Club,Social E-Commerce,Technology,Technology,,113866383.8,Gurugram,Community led professional network for women,2020,2020,"Ragini Das, Anand Sinha",Titan Capital,0
Shop101,Social E-Commerce,Technology,Technology,Series C,3900000.0,,Enables entrepreneurs to sell online,2020,2015,"Abhinav Jain, Aditya Gupta","Stellaris Venture Partners, Unilever Ventures, Kalaari Capital, Vy Capital",5
ShareChat,Social Media,Technology,Technology,Pre-series C,40000000.0,Bangalore,ShareChat is a social networking and regional content platform.,2020,2015,"Ankush Sachdeva, Bhanu Pratap Singh, Bhanu Singh, Farid Ahsan","Lightspeed venture partners, saif partners",5
SpeakIn,Social Network,Technology,Technology,,113866383.8,Noida,"AI-enabled network of speakers and thought leaders, aka. experts",2020,2018,Deepshikha Kumar,Homage Ventures.,2
Zorro,Social Network,Technology,Technology,Seed,32000000.0,Gurugram,Pseudonymous social network platform,2021,2021,"Jasveer Singh, Abhishek Asthana, Deepak Kumar","Vijay Shekhar Sharma, Ritesh Agarwal, Ankiti Bose",0
Zorro,Social Network,Technology,Technology,Seed,32000000.0,Gurugram,Pseudonymous social network platform,2021,2021,"Jasveer Singh, Abhishek Asthana, Deepak Kumar","Vijay Shekhar Sharma, Ritesh Agarwal, Ankiti Bose",0
Qoohoo,Social Platform,Technology,Technology,Seed,800000.0,Bangalore,A platform for creators to build immersive connections with their fans and followers and monetize them.,2021,2020,"Vimal Singh Rathore, Aseem Gupta",Angel investors,1
Zestl,Software,Technology,Technology,Seed,101098638.0252758,Pune,"No-Code Workflow Automation. Build enterprise applications in days with AI, Cognitive Automation, Collaboration and more built in.",2018,2016,,,2
Any time Doctor,Software,Technology,Technology,Angel,101098638.0252758,Chennai,Anytime Doctor is a Software company.,2018,2016,,,2
Qandle,Software,Technology,Technology,Seed,1200000.0,Gurgaon,A cloud-based HR management and employee engagement platform.,2018,2016,,,2
UrbanPiper,Software,Technology,Technology,Seed,101098638.0252758,Bengaluru,UrbanPiper offers restaurants and chains with a suite of products to manage and analyze their online presence.,2018,2016,,,2
