Company_Brand,Sector,Main Sector,industry,Stage,Amount,HeadQuarter,What it does,Year,Founded,Founders,Investor
Playto Labs,E-learning,,,Seed,500000.0,Bangalore,Playto Labs provides robotics toys and online classes for kids to help them develop the key 21st century skills. Book a free trial for your child today at www.playtolabs.com,2021,2021.0,Pavan Ponnaganti,Inflection Point Ventures
Fraazo,Food & Beverages,,,Series B,50000000.0,Mumbai,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.,2021,2020.0,"Atul Kumar, Aashish Krishnatre",WestBridge Capital
Arcana,Information Technology & Services,,,,2300000.0,Bangalore,Arcana offers a Privacy Stack SDK to DApp developers on EVM compatible blockchains chains to build Privacy-First products.,2021,2019.0,"Mayur Relekar, Aravindh Kumar, Abhishek Chaudhary","Republic Crypto, Woodstock, DCG, Sahil Lavingia"
FloCareer,Information Services,,,Series A,5700000.0,Bangalore,"The Best Skills Validation Platform that provides ""Interview As-A-Service""?.",2021,2018.0,"Mohit Jain,  Mehul Bhatt",Data Point Capital
Nap Chief,Apparel & Fashion,,,Seed,200000.0,Mumbai,India's favourite Kid's wear and Family Sleepwear D2C Brand,2021,2019.0,Raghav Gupta,Titan Capital
AcknoLedger,Crypto,,,Seed,1500000.0,Mumbai,AcknoLedger is a Global platform that distributes Web 3.0 Digital Assets Seamlessly across all the Metaverses and Gaming,2021,2021.0,Yash Dahenkar,"Momentum 6, Basics Capital, Krypital Capital, Shima Capital, Magnus Capital"
ApplicateAI,Information Technology & Services,,,Series A,30000000.0,Gurugram,"‘ApplicateAI’ is an integrated AI BOT platform for Enterprise with defined and curated work-flows for Sales, Consumer Engagement and Employee support and engagement.",2021,2014.0,"Madhusudan Atmakuri, Ranjeet Kumar",
VLCC Health Care,"Health, Wellness & Fitness",,,,4000000.0,Gurugram,VLCC is today widely recognized for its comprehensive portfolio of beauty and wellness products and services,2021,1989.0,Vandana Luthra,
Duroflex,Furniture,,,,60000000.0,Bangalore,"5 decades of experience, superior quality and best in class innovation help us in bringing you a wide range of mattresses, pillows, protectors and other sleep solutions.",2021,1963.0,P. C. Mathew,Norwest Venture Partners
Aviom India,Financial Services,Finance,finance,Series C,8000000.0,Bhilwara,AVIOM India Housing Finance Pvt. Ltd. is a venture started by experienced professionals with a vision to improve the standard of living of families from the informal sector in rural areas,2021,2016.0,Kajal Ilmi,Sabre Partners
Onato,Computer Software,,,,2200000.0,Bangalore,A startup solving inefficiencies in the agri supply chain,2021,2021.0,"Vedant Katiyar, Ashish Jindal","Vertex Ventures, Omnivore"
Mestastop Solutions,Biotechnology,Biotech,biotech,,100000.0,Bangalore,"Mestastop aims to provide a solution for such challenges with their unique proprietary platforms, METAssay, METSCAN, and METVivo.",2021,2018.0,Dr Arnab Roy Chowdhury,CIIE.CO
SaaS Labs,SaaS,Technology,technology,Series A,17000000.0,Noida,"Building high impact communication, workflow and productivity tools for sales and support teams throughout the globe.",2021,2016.0,Gaurav Sharma,"Base 10 Partners, Eight Roads Ventures"
Devnagri,Translation & Localization,,,Seed,600000.0,Noida,"Devnagri is an AI powered human translation platform, working in all 22 Indian languages.",2021,2017.0,"Nakul Kundra, Himanshu Sharma","enture Catalyst, IPV"
CRED,Finance,Finance,finance,Series E,250000000.0,Bangalore,CRED is a credit card payment platform that rewards users with points for paying their bills.,2021,2018.0,Kunal Shah,"Tiger Global, Falcon Edge"
ConveGenius,Education Management,,,Pre-seed,5000000.0,Noida,An EdTech social enterprise focused on closing the gap in educational achievement for children and youth in India.,2021,2013.0,"Jairaj Bhattacharya, Shashank Pandey","BAce Capital, Heritas Capital, 3Lines Venture Capital"
Totality,Entertainment,,,,1000000.0,Gurugram,"Totality with the goal of combining scalability through technology, innovation through design & retention through content.",2021,2017.0,Anshul Rustaggi,"Leo Capital, Mayfield Fund"
CredAble,Financial Services,Finance,finance,Series B,30000000.0,Mumbai,CredAble provides liquidity programs for enterprise supply chains.,2021,2017.0,Nirav Choksi,"Plutus Wealth, Oaks Asset Management"
MarketWolf,Financial Services,Finance,finance,Seed,5500000.0,Mumbai,"MarketWolf provides everyone an opportunity to begin their trading journey with a unique digital platform that is bold, simple and fun.",2021,2017.0,"Vishesh Dhingra, Thomas Joseph","Anil Thadani, Ashutosh Sinha, Roy van Leeuwen"
Wondrlab,Marketing & Advertising,,,Pre-series A,7000000.0,Mumbai,India's largest platform-first martech startup,2021,2020.0,Saurabh Varma,"Pi Ventures LLP, Tanas Capital, Prodapt Holdings"
SUN Mobility,Automotive,Transportation,transport,,50000000.0,Bangalore,Provider of universal energy infrastructure and services to accelerate mass EV usage!,2021,2017.0,Chetan Maini,Vitol
Tamasha,Entertainment,,,Pre-series A,3000000.0,Mumbai,"Tamasha, the next-generation interactive entertainment platform.",2021,2020.0,"Saurabh Gupta, Siddharth Swarnkar",Chiratae Ventures
Revfin,Financial Services,Finance,finance,Pre-series A,4000000.0,New Delhi,"RevFin is a financial technology (FinTech) company, advanced digital lending platform makes getting a loan convenient and accessible for customers",2021,2017.0,Sameer Aggarwal,"Ruchirans Jaipuria, Rishi Kajaria"
Yu Foodlabs,Food & Beverages,,,Pre-series A,1000000.0,Gurugram,Re-imagining Packaged Foods with Natural Ingredients & ZERO Preservatives,2021,2020.0,"Bharat Bhalla, Varun Kapur","Manish Choksi, Varun Vakil"
MergerDomo,Investment Banking,,,,500000.0,New Delhi,MergerDomo is the one-stop Global OnLine M&A marketplace for Corporate and Business Growth,2021,2018.0,Hormazd Charna,Nadir B Godrej
FarMart,Farming,Agriculture,agriculture,Series A,10000000.0,Gurugram,FarMart is an agritech platform that helps businesses easily source high quality produce at reasonable prices.,2021,2015.0,"Alekh Sanghera, Mehtab Singh Hans",Matrix Partners India
Questt,EdTech,,,Series A,6750000.0,Gurugram,Questt is a Free online homework app that lets teachers assign gamified homework to students.,2021,2020.0,"Akhil, Mohsin M, Rohit Pande",Celesta Capital
IDfy,Information Technology & Services,,,Series D,10000000.0,Mumbai,IDfy helps people and business build authentic relationships by ensuring that both parties are who they claim to be and can be trusted.,2021,2011.0,Ashok Hariharan,"TransUnion, Blume Ventures"
ClearDekho,Retail,Business,business,Pre-series A,4000000.0,Ghaziabad,ClearDekho is India’s Leading Affordable Eyewear Brand.,2021,2016.0,"Saurabh Dayal, Shivi Singh",Aroa Ventures
BookingJini,Hospitality,"Travel, Tourism & Hospitality",hospitality,Pre-series A,1200000.0,Gurugram,BookingJini strive to empower Hotels from all aspects ranging from customer outreach to automate their booking process and improve their online presence and revenue to stimulate Top-line and Bottom-line growth.,2021,2017.0,"Deepak Dash, Gourab Kumar Nandy, Manoj Pandia, Sibasish Mishra",Mumbai Angels Network
Sourcewiz,Information Technology & Services,,,Seed,3000000.0,Gurugram,Building a platform for exporters to digitize their workflows and help them grow and manage their business.,2021,2021.0,"Divyaanshu Makkar, Vikas, Mayur","Blume, Alpha Wave Incubation"
Tvasta,Mechanical Or Industrial Engineering,,,,400000.0,Chennai,Developing new-age manufacturing and automation technologies that can increase human productivity by allowing deep personalization.,2021,2016.0,"Vidyashankar C, Parivarthan Reddy, Adithya Jain",Habitat for Humanity International
Kafqa Academy,E-learning,,,Seed,1300000.0,Bangalore,"Kafqa Academy is a global performing arts academy that offers classes in dancing, singing, and speech & drama.",2021,2021.0,Shariq Plasticwala,"Global Founders Capital, Enzia Ventures, Better Capital"
Trell,Technology,Technology,technology,,100000000.0,Bangalore,Trell is turning over a new leaf with the wave of digitalization sweeping across the nation,2021,2016.0,"Pulkit Agrawal, Arun Lodhi, Bimal Kartheek Rebba",Amazon
Storia,Food & Beverages,,,Series A,6000000.0,Mumbai,"Storia Foods and Beverages is committed to creating products that are natural, full of goodness and promote a healthy lifestyle.",2021,2016.0,Vishal Shah,Sixth Sense Ventures
Clear,Computer Software,,,Series C,75000000.0,Bangalore,India’s leading FinTech SaaS platform,2021,2011.0,"Archit Gupta, Srivatsan Chari","Kora Capital, Stripe, Alua Capital"
Groww,Finance,Finance,finance,Series E,250000000.0,Bangalore,Groww is on a mission to democratize access to financial services for millions of Indians responsibly.,2021,2016.0,"Lalit Keshre, Harsh Jain, Ishan Bansal, Neeraj Singh",Iconiq Growth
The Indus Valley,Consumer Goods,Business,business,,1100000.0,Chennai,Consumer GoodsThe Indus Valley is a Direct to Consumer (D2C) healthy kitchenware brand.,2021,2016.0,"Jagadeesh Kumar, Madhumitha Udaykumar","Rukam Capital, DSG Consumer Partners, The Chennai Angels"
BharatPe,Financial Services,Finance,finance,,10000000.0,New Delhi,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",2021,2018.0,"Ashneer Grover, Shashvat Nakrani",MAS Financial Services
Teachmint,E-learning,,,Series B,78000000.0,Bangalore,Teachmint is an education infrastructure provider and India’s largest teaching platform.,2021,2020.0,"Divyansh Bordia, Mihir Gupta","Rocketship.vc, Vulcan Capital"
Porter,Logistics & Supply Chain,,,Series E,100000000.0,Bangalore,Porter is India's Largest Marketplace for Intra-City Logistics.,2021,2014.0,"Pranav Goel, Uttam Digga, Vikas Choudhary","Tiger Global, Vitruvian Partners"
O4S,Information Technology & Services,,,Series A,6000000.0,Gurugram,O4S SaaS helps Consumer Brands to Digitize and Automate their Supply Chain thereby increasing Sales and Performance.,2021,2017.0,"Divay Kumar, Shreyans Sipani","Think Investments, Venture Highway"
Wobb,Marketing,Marketing & Communication,business,Pre-seed,200000.0,Gurugram,The platform for marketers to find and work with influencers,2021,2020.0,Ishan Jindal,"Alok Kohli, Sanjeev Bhargava"
BASIC Home Loan,Financial Services,Finance,finance,Series A,3500000.0,Gurugram,BASIC Home Loan is India's first automated platform for secured lending with special focus on the affordable housing segment.,2021,2020.0,"Atul Monga, Kalyan Josyula","Venture Catalysts, Gruhas Proptech"
Siply,Financial Services,Finance,finance,Pre-series A,3200000.0,Bangalore,"A tech-enabled micro-savings platform, for the underserved masses, that makes it possible to save starting at Re. 1",2021,2020.0,"Sousthav Chakrabarty, Anil Bhat","LetsVenture, AngelList India, Founder's Room Circle"
BankSathi,Financial Services,Finance,finance,,500000.0,New Delhi,"BankSathi is a Fintech platform to empower consumers to save money and time on financial products through safe, easy, and trustable shopping experience.",2021,2020.0,Jitendra Dhaka,"Dinesh Godara, Anuj Ahuja, Aditya"
Gramophone,AgriTech,Agritech,agriculture,,10000000.0,Indore,"Create a difference in farming by bringing timely information, technology and right kind of inputs to achieve better yields for farmers.",2021,2016.0,"Tauseef Khan, Harshit Gupta",Z3Partners
Healofy,Femtech,,,Series B,6000000.0,Bangalore,Healofy was created with a mission to experience special motherhood through its products and its inexhaustive and evergrowing babycare tips,2021,2016.0,"Gaurav Aggarwal, Shubham Maheshwari","Celesta Capital, Omidyar Network India"
E42,Computer Software,,,Series A,5400000.0,Pune,E42 is the world’s leading Natural Language Processing- based AI platform driving enterprise cognition across processes.,2021,2012.0,"Animesh Samuel, Sanjeev Menon",Pavestone Ventures
Spottabl,Human Resources,Business,business,Seed,400000.0,Bangalore,Spottabl is a technology driven recruitment platform that has helped over 50 tech startups and growth stage companies discover their top talent through its intelligent and human backed model.,2021,2017.0,"Vanishri Deshpande, Satheesh K V, Anupam Choudhari","LetsVenture, Paradigm Shift VC, Binny Bansal"
DeHaat,Information Technology & Services,,,Series D,115000000.0,Gurugram,DeHaat™ is one of the fastest growing start-ups in Agri Tech sector and one of the very few companies providing end-to-end solutions and services to the farming community in India.,2021,2012.0,"Amrendra Singh, Shyam Sundar, Adarsh Srivastav, Shashank Kumar","Sofina, Lightrock India, Temasek"
Zolve,Financial Services,Finance,finance,Series A,40000000.0,Bangalore,World's first cross-border Neobank,2021,2020.0,Raghunandan G,DST Global
Instoried,Computer Software,,,,8000000.0,Bangalore,"The platform helps content writers in e-commerce, news, FMCG, and other verticals to optimize emotions in their marketing content.",2021,2018.0,Sharmin Ali,"Pritt Investment Partners, 9Unicorns"
SportZchain,sports,,,Pre-seed,400000.0,Mumbai,SportZchain is India's first blockchain based platform poised to disrupt a multi-billion dollar fan engagement industry.,2021,2021.0,Siddharth Jaiswal,"Darq Capital, Jagadeesh Atukuri"
Hypto,Tech startup,,,Seed,3000000.0,Chennai,The next generation of web services that democratize access to finance for developers and businesses.,2021,2018.0,"Abhishek Rajagopal, Aravind Sriraman, Tholkappiyan Velavan",Stellaris Venture Partners
CHUPPS,Foootwear,,,Pre-series A,1100000.0,Mumbai,D2C footwear brand,2021,2016.0,"Gaurav Agarwal, Yash Mukhi",Venture Catalysts
Zenduty,Computer Software,,,Pre-series A,1900000.0,Bangalore,"Next-generation end-to-end incident response platform for SREs, DevOps, ITOps and Support teams",2021,2019.0,"Ankur Rawal, Vishwa Krishnakumar",StartupXseed Ventures
R for Rabbit,Consumer Goods,Business,business,,5000000.0,Ahmedabad,The concept of R for Rabbit was conceived after the founder of the company was blessed with a baby.,2021,2014.0,Kunal Popat,Xponentia Capital Partners
Acko,Insurance,finance,finance,Series D,255000000.0,Bangalore,ACKO is India’s first and fastest growing InsurTech company which makes buying and using insurance effortless.,2021,2016.0,"Varun Dua, Ruchi Deepak","General Atlantic, Multiples"
LoveLocal,Retail,Business,business,Pre-series B,18000000.0,Mumbai,LoveLocal (formerly known as m.Paani) is bringing Trusted Local Shops Online and empowering them to deliver the neighbourhood shopping experience of the future.,2021,2015.0,Akanksha Hazari,Vulcan Capital
SupplyNote,Food & Beverages,,,Pre-series A,1200000.0,Noida,"SupplyNote is Cloud based web and mobile enabled suite connecting outlets, service providers and suppliers.",2021,2015.0,"Kushang, Abhishek Verma, Nitin Prakash, Harshit Mittal",Venture Catalysts
Vakilsearch,Legal Services,,,,10000000.0,Chennai,"India's largest Legal, Compliance & Tax services platform, and trusted partner in making legal simple!",2021,2010.0,Hrishikesh Datar,InCorp India
Cloudphysician,Hospital & Health Care,,,Pre-series A,4000000.0,Bangalore,Cloudphysician is a healthtech company that is transforming the delivery of critical care.,2021,2017.0,"Dr Dhruv Joshi, Dr Dileep Raman",Elevar Equity
Wiggles.in,Veterinary,Health care & Wellness,health,Pre-series A,5500000.0,Pune,Wiggles India is a preventative healthcare brand for all things pets!,2021,2018.0,Anushka Iyer,Anthill Ventures
Avanti Finance,Financial Services,Finance,finance,Series A2,15000000.0,Bangalore,A digital platform to make financial services accessible to 100 million unserved and underserved households across India,2021,2017.0,"Nandan Nilekani, Vijay Kelkar","Oikocredit, Nomura, The Bill & Melinda Gates Foundation"
Vanity Wagon,Consumer Goods,Business,business,Pre-series A,700000.0,New Delhi,Vanity Wagon is India's first true information oriented clean beauty marketplace.,2021,2018.0,"Prateek, Naina Ruhail, Sahil Shreshtha",Inflection Point Ventures
Purplle,E-commerce,,,,70000000.0,Mumbai,Purplle.com is one of India’s largest e-beauty destinations with more than 7 million monthly active users.,2021,2012.0,"Rahul Dash, Manish Taneja",Kedaara
MFine,Hospital & Health Care,,,Series C,48000000.0,Bangalore,"MFine aims to make access to trusted healthcare simple, fast, and effective.",2021,2017.0,"Prasad Kompalli, Ashutosh Lawania","Moore Strategic Ventures, BEENEXT"
Mentza,E-learning,,,Seed,400000.0,Mumbai,"Make great conversations accessible to everyone through a vibrant, small, safe, and easy real-time audio platform",2021,2020.0,"Anurag Vaish, Tapasi Mittal, Fareesh Vijayarangam, Anand Parameswaran, Divya Balakrishnan",Inflection Point Ventures
ConnectedH,Hospital & Health Care,,,Seed,2300000.0,Gurugram,Connect different sectors of healthcare system and give the patients complete control over their information.,2021,2018.0,"Shubham Gupta, Rahul Kumar, Suresh Singh","Kalaari Capital, Incubate Fund India"
CredAvenue,FinTech,,,Series A,90000000.0,Chennai,CredAvenue is an organization on a mission to deepen and power the $120Trillion global enterprise debt market which would unlock a GDP multiplier and thus create massive economic value.,2021,2017.0,Gaurav Kumar,"Sequoia Capital, Lightspeed, TVS Capital Funds"
Vedantu,E-learning,,,Series E,100000000.0,Bangalore,Vedantu is a LIVE online learning platform that brings together students and teachers to achieve best results.,2021,2011.0,"Vamsi Krishna, Pulkit Jain, Saurabh Saxena, Anand Prakash",ABC World Asia
Exotel,Telecommunications,,,Series C,35000000.0,Bangalore,"Asia's largest customer engagement platform, streamlining customer interactions for Swiggy, Ola, Flipkart, GoJek etc.",2021,2011.0,"Shivakumar Ganesan, Ishwar Sridharan, Siddharth Ramesh, Vijay Sharma","IIFL AMC, Sistema Asia Fund, CX Partners, Singularity Growth Opportunities Fund"
Fantasy Akhada,sports,,,Series A,2000000.0,Gurugram,Fantasy Akhada is one of India's fastest growing Fantasy Sports Platform.,2021,2020.0,"Amit Purohit, Sumit Kumar Jha",Prime Securities Limited
Meesho,Social commerce,,,,570000000.0,Bangalore,Meesho is India’s largest marketplace for longtail products.,2021,2015.0,"Sanjeev Barnwal, Vidit Aatrey","Fidelity, B Capital"
Cusmat,Computer Software,,,Pre-series A,100000.0,Hyderabad,CUSMAT is India’s largest immersive skilling and training platform.,2021,2016.0,"Abhinav Ayan, Anirban Jyoti Chakravorty",We Founder Circle
Homeville,Information Technology & Services,,,,7000000.0,Mumbai,A technology company focused on helping people buy their first home with down payment assistance at zero interest cost.,2021,2017.0,Madhusudan Sharma,"9Unicorns, Varanium NexGen Fund"
Coinshift,Blockchain,,,Seed,2500000.0,Chandigarh,CoinShift helps businesses and decentralised autonomous organisations (DAO's) manage their crypto easily,2021,2021.0,Tarun Gupta,"Sequoia Capital, Sandeep Nailwal"
Strip Finance,Financial Services,Finance,finance,Seed,400000.0,Hyderabad,Collateralised NFT & DeFi Liquidity Protocol With Interest Rate Discovery.,2021,2021.0,"Varun Satyam, Yuvraj Chhibber, Yash Jejani","Old Fashion Research, Nothing Research, Tenzor capital"
Ola Electric,Automotive,Transportation,transport,,200000000.0,Bangalore,Charging ahead to accelerate the world’s transition to sustainable mobility.,2021,2017.0,Bhavish Aggarwal,"Falcon Edge, Softbank"
Kolo,Construction,,,Pre-seed,550000.0,Bangalore,Home construction app for finding ideas and service providers near you,2021,2020.0,"Pranav Garg, Jery Althaf",Better Capital
Chqbook,FinTech,,,Pre-series B,5000000.0,Gurugram,"Chqbook.com is India’s first neobank for small business owners offering world-class financial services through its five pillars of banking, khata, lending, insurance, and rewards.",2021,2017.0,"Vipul Sharma, Rajat Kumar, Sachin Arora","Aavishkaar Capital, Rajiv Dadlani Group"
EV Plugs,Information Technology & Services,,,,150000.0,Gurugram,EV charging station aggregator platform,2021,2021.0,"Manish Narang, Kapil Narang, Ashwani Arora",
Rulezero,Financial Services,Finance,finance,Seed,2500000.0,Bangalore,"Rulezero is a legal/fintech startup reimagining private markets by building an intelligent platform that enables stakeholder participation and capital flow in a transparent, efficient and compliant manner.",2021,2019.0,"Satish Mugulavalli, Srinivas Katta",The Treasury
CredRight,Financial Services,Finance,finance,,2700000.0,Hyderabad,"CredRight is a new age digital lending company 100% focused on Micro & Small businesses, making the process of availing loans simple",2021,2016.0,Neeraj Bansal,"9Unicorns, Spearhead Capital, Venture Catalysts"
Karbon Card,FinTech,,,Pre-series A,12000000.0,Bangalore,"Empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits, no personal liability and no fixed deposit.",2021,2019.0,"Pei-fu Hsieh, Amit Jangir, Kartik Jain, Sunil Sinha","Ramp, Rainfall Ventures, Roka Works, Y Combinator"
Auntie Fung,Food & Beverages,,,,400000.0,Bangalore,Serving delectable and eclectic pan-Asian fare to all foodies in a quick-service & healthy format,2021,2015.0,"Satrajit Das, Subhradeep Bhowmik",India Angel Network
ePayLater,Financial Services,Finance,finance,Series B,10000000.0,Mumbai,ePaylater is a payment solution that aims to separate the experience of shopping from the hassles of payment process.,2021,2015.0,"Aurko Bhattacharya, Akshat Saxena","Responsibility, Blue Ashva Capital, Pravega Ventures"
Fittr,"Health, Wellness & Fitness",,,Series A,11000000.0,Pune,"FITTR’s mission is to reach out to 50 million people and make them fit, create jobs in the fitness industry, teach people how easy it is to stay fit and move together as a Wolfpack.",2021,2016.0,"Rohit Chattopadhyay, Jitendra Chouksey, Suniel Shetty, Sonal Singh, Bala Dabbedi","Dream Capital, Elysian Park Ventures"
Medikabazaar,Healthtech,,,Series C,75000000.0,Mumbai,"Medikabazaar, India’s pioneering and largest online B2B marketspace for medical supplies and equipment.",2021,2014.0,"Vivek Tiwari, Ketan Malkan","CDC Group, Creaegis"
Delhivery,Logistics & Supply Chain,,,,125000000.0,Gurugram,Delhivery is a leading logistics and supply chain services company in India.,2021,2011.0,Sahil Barua,"Lee Fixel’s venture capital firm, Addition"
Akudo,Financial Services,Finance,finance,Seed,4200000.0,Bangalore,A Learning-First Neobank for teenagers - Enable practical financial education for child today,2021,2020.0,"Lavika Aggarwal, Sajal Khanna, Jgaveer Gandhi","Y Combinator, JAFCO Asia, Incubate Fund India, marquee angels"
Sanctum Wealth,Investment Management,,,,10000000.0,Mumbai,Sanctum is an Indian wealth management firm which has acquired RBS India’s Private Banking business.,2021,2016.0,Shiv Gupta,The Xander Group
88academics,Education,Education,education,Pre-series A,3000000.0,New Delhi,88academics an 88tuition Pte Ltd has been established with the social objective of making quality video-based learning material available to all students.,2021,2018.0,Anil Ahuja,Aarin Capital
Sanfe,"Health, Wellness & Fitness",,,Series A,1000000.0,New Delhi,India’s revolutionary feminine hygiene and period care brand that strives to build a better world for women.,2021,2018.0,"Archit Aggarwal, Harry Sehrawat","LetsVenture, Ajay Garg, Tarun Sharma"
PredictiVu,Management Consulting,,,Pre-seed,1500000.0,Gurugram,"PredictiVu's AI-enabled dashboard integrated with India's largest, proprietary, weekly consumer purchase data, market intelligence and web insights",2021,2020.0,,Kunal Sarkar
Sterling Accuris Wellness,Hospital & Health Care,,,,30000000.0,Ahmedabad,"STERLING ACCURIS WELLNESS PRIVATE LIMITED is a hospital & health care company based out of 3-FLOOR HERITAGE COMPLEX, NR.",2021,2016.0,Girish Patel,Morgan Stanley Private Equity Asia
Bijnis,B2B startup,,,Series B,30000000.0,New Delhi,Bijnis is revolutionizing the way manufacturers operate and scale their factories by digitizing their Demand/Supply/Captial/Operations.,2021,2015.0,"Siddharth, Chaitanya Rathi, Siddharth Rastogi, Shubham Agarwal",Westbridge Capital
Capital Float,Financial Services,Finance,finance,,50000000.0,Bangalore,India's leading BNPL and digital credit platform serving millions of aspirational individuals.,2021,2013.0,"Sashank Rishyasringa, Gaurav Hinduja",Lightrock India
Manch Technologies,Information Technology & Services,,,Pre-series A,1000000.0,Bangalore,"A Single Click Work Flow E-Sign solution to conduct speedy, accurate, efficient transactions through a “cash-less, presence-less, paperless” framework.",2021,2017.0,Suresh Anantpurkar,Bharat Inclusion
Glamyo Health,Hospital & Health Care,,,Series A,3000000.0,New Delhi,Glamyo Health is an advanced healthcare co delivering a seamless experience for elective surgeries.,2021,2019.0,"Archit Garg, Dr Preet Pal Thakur",Ananta Capital
CashBook,FinTech,,,Seed,2300000.0,Gurugram,"CashBook is a digital record-keeping app using which businesses can add entries, segregate records, and find overall balance instantly.",2021,2020.0,"Vivek, Ashutosh Pathak","JAM, Better Tomorrow Ventures"
The Money Club,Financial Services,Finance,finance,Pre-series A,1700000.0,Noida,The Money Club is a mobile platform for peer to peer chit funds.,2021,2016.0,"Manuraj Jain, Surajit Ra","SOSV, Venture Catalysts"
SuperZop,Retail,Business,business,Series A,4000000.0,Mumbai,SuperZop is India's first and only vernacular B2B Grocery e-commerce platform that is transforming the unorganized retail sector.,2021,2016.0,"Raghuveer Allada, Prithwi Singh, Darshan Krishnamurthy",Incofin’s India Progress Fund
Zypp Electric,Logistics & Supply Chain,,,Series A,7000000.0,Gurugram,"Zypp is working to convert all deliveries for e-commerce, grocery, medicine and food vertical to go electric with e-scooter sharing app.",2021,2017.0,"Akash Gupta, Rashi Agarwal","9Unicorns, Anthill Ventures"
Alpha Coach,Professional Training & Coaching,,,,1200000.0,Mumbai,One to One Personal Fitness Coaching,2021,2021.0,Ketan Mavinkurve,Jani Ventures INC
VRO Hospitality,Hospitality,"Travel, Tourism & Hospitality",hospitality,Series A,3000000.0,Bangalore,One of the fastest-growing hospitality companies based out of Bangalore.,2021,2018.0,"Safdhar Adoor, Sharath Rice, Dawn Thomas",CreedCap Asia Advisors
byteXL,E-learning,,,,200000.0,Hyderabad,"ByteXL is the first-ever, one-stop-shop for self-learning course work and guided training – preparing a new generation of coders for the workforce.",2021,2019.0,"Sricharan Tadepalli, Karun Tadepalli",Joseph Joy
Leena AI,Computer Software,,,Series B,30000000.0,Gurugram,AI to help enterprises transform the employee experience.,2021,2015.0,"Mayank Goyal, Anand Prajapati",Bessemer Venture Partners
CARS24,Automotive,Transportation,transport,Series F,450000000.0,Gurugram,"CARS24 is proud to be a tech-first organisation, looking to make inroads into the global auto-tech market in groundbreaking ways.",2021,2015.0,"Mehul Agrawal, Vikram Chopra","DST Global, Falcon Edge, SoftBank Vision Fund 2"
Klub,Financial Services,Finance,finance,Debt,2000000.0,Bangalore,"A team of fintech, investment banking, venture capital, and technology veterans who bring a founder-first mindset.",2021,2019.0,"Anurakt Jain, Ishita Verma",Trifecta Capital
Bluepad,Online Media,,,Pre-seed,200000.0,Bangalore,A one-stop solution for aggregated content  in vernacular languages,2021,2020.0,"Sanjyot Bhosale, Devakrishna Asokar, Kishore Garimella","Titan Capital, AngelList's syndicate"
FloBiz,Information Technology & Services,,,Series B,31000000.0,Bangalore,Neobank for Growing SMBs. Simplify GST Billing & Accounting needs with myBillBook App.,2021,2019.0,"Rahul Raj, Aditya Naik, Rakesh Yadav",Sequoia Capital India
Tummoc,Mobility,,,Seed,540000.0,Bangalore,Tummoc helps track and find actionable & accurate bus/metro/suburban rail intracity travel information.,2021,2016.0,"Hiranmay Mallick, Monalisha Thakur, Narayan Mishra","Vineet Singh, Krishna D, Deependra Bisht, Alan Aim"
Design Cafe,Design,,,,25000000.0,Bangalore,Design Cafe is on a mission to democratize good design for homes in India.,2021,2015.0,"Shezan Bhojani, Gita Ramanan","Westbridge Capital, Sixth Sense Ventures"
Aerchain,Computer Software,,,Pre-series A,3000000.0,Bangalore,Advance Source-to-Pay cycle to a new level with Artificial Intelligence!,2021,2019.0,"Harsha Kadimisetty, Himavanth Jasti","Season Two Ventures, IndiaMart"
CuriousJr,E-learning,,,Seed,1000000.0,Gurugram,CuriousJr is a platform to answer kids' curiosity and prepare them for 21st-century skills.,2021,2020.0,"Amit Shekhar, Janishar Ali, Mridul Ranjan Sahu","WaterBridge Ventures, Enzia Ventures"
Wow! Momo,Food & Beverages,,,Series C,15000000.0,Kolkata,WOW! Momo is one of the fastest-growing food brands in India.,2021,2008.0,"Binod Homagai, Sagar Daryani, Shah Miftaur Rahman",Tree Line Investment Management
Supertails,Consumer Services,,,,700000.0,Bangalore,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,2021,2021.0,"Vineet Khanna, Varun Sadana, Aman Tekriwal",Alteria Capital
LifeCell,Biotechnology,Biotech,biotech,,30000000.0,Chennai,A building block of the team that preserves the building blocks of life,2021,2004.0,S. Abhaya Kumar,Orbimed Asia Partners
ZestMoney,Financial Services,Finance,finance,Series C,50000000.0,Bangalore,"ZestMoney helps make it accessible for millions to upgrade, to enhance, to rise, while keeping it affordable.",2021,2015.0,"Priya Sharma, Lizzie Chapman",Zip Co
FrontRow,E-learning,,,Series A,14000000.0,Bangalore,"FrontRow enables everyone to pursue their passions - get better, learn from the best and get noticed!",2021,2020.0,"Shubhadit Sharma, Mikhil Raj, Ishaan Preet Singh","Eight Roads Ventures, GSV"
HappyCredit,FinTech,,,Pre-seed,600000.0,Bangalore,"HappyCredit is on a mission to make online shopping delightful for 400mn bharat shoppers with credit, rewards, shopping inspiration and more.",2021,2020.0,"Jitendra Kumar, Ashish Virmani","Kunal Shah, Krishna Kumar"
